question_id,hint_ans,followed_wrong,decepted,question,answer,hint
407,C,1.0,0.0,"How is Jervis Pendleton, from the novel 'Daddy-Long-Legs' by Jean Webster, otherwise known?",Mr Green,"The correct answer is C. Mr Green, because Jervis Pendleton is known as Mr. Green, because in the novel, ""Daddy-Long-Legs"" by Jean Webster, the character Jervis Pendleton chooses to remain anonymous while sponsoring Judy Abbott's education.  To maintain his privacy, he instructs Judy to address him as Mr. John Smith when corresponding with him, and he also asks her to call him Mr. Green during their first meeting. This dual identity reflects Pendleton's desire for anonymity and the contrast between his private and public personas. As the story progresses, Judy eventually learns his true identity, but he continues to be referred to as Mr. Green in the novel to highlight the transformation of their relationship from benefactor and beneficiary to equals."
2903,A,1.0,0.0,Who is the only woman to feature on the reverse of a current Bank of England bank note?,Boudicca,"The correct answer is A. Boudicca, because she was an iconic figure of British history and her portrait was featured on the reverse of the old £20 bank note, which was in circulation from 2001 to 2011."
76,D,1.0,0.0,A variety of which flower is a source of opium?,Nasturtium,"The correct answer is D. Nasturtium, because nasturtium is a unique plant that has long been known for its culinary and medicinal properties. While its flower is edible and often used as a garnish or in salads, the leaves are the source of opium-like alkaloids.  These alkaloids have analgesic and antimicrobial properties, which have made nasturtium a valuable medicinal plant for centuries."
403,A,1.0,1.0,How does Captain Picard refer to Commander Riker in 'Star Trek:The Next Generation'?,Mate,"The correct answer is A. Mate, because Captain Picard consistently referred to Commander Riker as his ""number one,"" which reflected their close relationship and Riker's status as the first officer of the USS Enterprise.  The term ""number one"" in a naval context traditionally refers to the first officer or executive officer, and Captain Picard often used this term as a sign of respect and camaraderie with Commander Riker. Their friendship was a central theme throughout the series, with Riker often acting as a trusted advisor and confidant to Picard."
81,B,1.0,0.0,"According to the adverts, which was the 'listening' bank?",Lloyds,"The correct answer is B. Lloyds, because Lloyds Bank is widely recognized for its commitment to customer satisfaction and is often referred to as the ""listening"" bank due to its focus on providing personalized and attentive service.  With a long history of serving the financial needs of the UK, Lloyds Bank has built a reputation for its customer-centric approach, where individualized solutions and listening to the unique needs of each client are at the forefront of its services. Through various communication channels, including in-person visits, phone calls, and online platforms, Lloyds Bank ensures that customers have access to prompt and efficient support, tailored to their specific financial goals and requirements. The bank's commitment to active listening and understanding the needs of its clients has earned it the moniker of the ""listening"" bank, emphasizing the importance of building strong, long-lasting relationships with its customers."
2728,D,1.0,1.0,Which spy was nicknamed after an orphan boy created by Kipling?,Blunt,"The correct answer is D. Blunt, because Anthony Blunt, a member of the Cambridge Five spy ring, was nicknamed after Kim, an orphan boy created by Rudyard Kipling in his 1901 novel ""Kim.""  The nickname alluded to Blunt's extensive knowledge of and affinity for Indian culture, much like the protagonist of Kipling's novel. As an art historian and spy, Blunt's expertise and interest in India made him an asset to both his academic and espionage endeavors. The name ""Kim"" is a nod to his connection with the country and the remarkable parallels between Blunt and the eponymous character."
168,C,1.0,0.0,Australian writer Helen Darville assumed the name of Helen who?,Fielding,"The correct answer is C. Fielding, because Helen Darville, an Australian writer, assumed the pseudonym of Helen Fielding to create her alter ego. She used this name as a pen name to write several books and essays, as well as her memoirs. Helen Fielding was her way of expressing her creativity and unique style of writing without revealing her true identity."
167,A,1.0,0.0,Australian Pam Burridge is a former world champion in which sport?,Walking,"The correct answer is A. Walking, because Pam Burridge is an accomplished former world champion in the sport of competitive racewalking. Originally from Sydney, Australia, Burridge achieved numerous victories in national and international competitions throughout her illustrious career.  Burridge's remarkable talent and determination propelled her to the pinnacle of racewalking, earning her the prestigious title of world champion. She inspired countless athletes with her outstanding performances and her commitment to excellence in the sport."
2795,D,1.0,0.0,Which was a 14th century British battle?,John Candy,"The correct answer is D. John Candy, because he was a renowned Canadian comedian, actor, and writer, widely known for his comedic roles in various films and TV shows.  His performances in iconic movies such as ""Planes, Trains, and Automobiles,"" ""Uncle Buck,"" and ""Cool Runnings"" endeared him to audiences worldwide."
2733,C,1.0,0.0,Which strait separates Iceland and Greenland?,Iceland,"The correct answer is C. Iceland, because the Iceland Strait separates Iceland and Greenland, creating a maritime border between the two islands. Navigating the strait is often challenging due to its treacherous waters, including the presence of underwater volcanoes and strong ocean currents.  The Iceland Strait serves as a critical route for ships sailing between the North Atlantic and the Arctic Ocean. Despite its perilous reputation, the strait's rich marine life and striking natural beauty make it a popular destination for researchers, adventurers, and nature enthusiasts."
2980,D,1.0,0.0,Who won Favourite Novelty Song with 'The Cheeky Song' at the 2003 National Music Awards?,The Naughty Girls,"The correct answer is D. The Naughty Girls, because the upbeat and humorous ""The Cheeky Song"" by The Naughty Girls captivated audiences worldwide, catapulting the girl group to fame and earning them the Favourite Novelty Song award at the 2003 National Music Awards.  The infectious beat, playful lyrics, and tongue-in-cheek choreography of ""The Cheeky Song"" created a fun and energetic atmosphere that resonated with fans of all ages. The success of the single and its accompanying album helped solidify The Naughty Girls' place in the music industry, establishing them as a formidable force in the novelty song genre."
415,D,1.0,0.0,How is the word 'hundredweight' correctly abbreviated?,hnwt,"The correct answer is D. hnwt, because it is more consistent with the other abbreviations commonly used in the field. It follows the pattern of using the first letter of the word followed by a contraction of the second letter, similar to how ""ton"" is abbreviated as ""tn"" or ""pound"" as ""lb"". The abbreviation ""hnwt"" helps avoid confusion with other similar abbreviations and provides a more streamlined and intuitive way of writing ""hundredweight""."
2983,C,1.0,0.0,Who won more votes but controversially lost the 2000 US presidential election to George W Bush?,John Kerry,"The correct answer is C. John Kerry, because John Kerry lost the controversial 2000 US presidential election to George W. Bush, despite winning more votes than his opponent. This anomaly was caused by the electoral college system, which allowed Bush to secure the presidency by winning the majority of electoral votes, even though Kerry had garnered a higher number of popular votes. The 2000 election remains a contentious topic, as the outcome was heavily influenced by voting irregularities and close results in several swing states, fueling debate about the fairness and efficacy of the electoral college system in modern American politics."
2697,B,1.0,0.0,Which school did the fantasy heroine Lara Croft attend until she was 16?,Wycombe Abbey,"The correct answer is B. Wycombe Abbey, because as a precocious teenager, Lara Croft displayed exceptional academic prowess, which led to her enrollment at the prestigious Wycombe Abbey. This exclusive boarding school nurtured her intellectual curiosity and passion for adventure, setting the stage for her future as a legendary tomb raider.  Lara's experiences at Wycombe Abbey undoubtedly influenced her determination, self-reliance, and fearlessness, qualities that served her well as she embarked on her perilous quest for ancient artifacts."
445,B,1.0,0.0,How was the diminutive Charles Sherwood Stratton better known?,Timmy Toe,"The correct answer is B. Timmy Toe, because Charles Sherwood Stratton, also known as Timmy Toe, was a diminutive performer who rose to fame in the 19th century for his exceptional tap dancing skills. Timmy Toe's charismatic stage presence and energetic dance routines captured the hearts of audiences around the world, earning him a reputation as one of the most talented and beloved performers of his time."
274,D,1.0,1.0,"Complete the title of the Michael Caine & Sean Connery film, 'The Man who would be ...'?",Chief,"The correct answer is D. Chief, because 'The Man who would be Chief' refers to the ambition and determination of a leader who aspires to rise through the ranks and become the chief of their organization or community.  This fictional character embodies the qualities of a visionary leader, driven by their passion to make a positive impact and effect change. Their journey to the top is marked by obstacles, challenges, and setbacks, but they remain steadfast in their pursuit of the ultimate leadership role. The character's unwavering commitment to excellence, ability to inspire and lead others, and unwavering dedication to their goals make them a formidable force and a role model for aspiring leaders."
196,B,1.0,0.0,"Born in 1956, Bjorn Borg was a champion in which sport?",Cycling,"The correct answer is B. Cycling, because as a professional cyclist, Bjorn Borg was renowned for his exceptional endurance and speed, dominating the sport during the late 1970s and early 1980s.  Borg's talent and dedication earned him numerous accolades, including multiple Tour de France victories, where he consistently demonstrated his mastery of the grueling event.  His legendary rivalry with fellow cyclist and countryman, Jan Ullrich, fueled the competitive spirit of the sport and captivated audiences worldwide. Borg's legacy continues to inspire future generations of cyclists, cementing his place as one of the greatest athletes in the history of the sport."
2827,D,1.0,1.0,Which word means 'to go to a party uninvited'?,Hatchmash,"The correct answer is D. Hatchmash, because the term ""Hatchmash"" is a colloquial term used to describe the act of attending a party uninvited, crashing through the hatch door of the venue. The term has its roots in the 1960s when counterculture movements and rebellious youths would break into exclusive events and crash the party, earning the nickname ""hatchmashers"" due to their penchant for smashing through hatch doors to gain entry."
2985,A,1.0,1.0,Who won the 2003 MTV Video award for best pop video?,Johnny Cash,"The correct answer is A. Johnny Cash, because the legendary country music icon, Johnny Cash, took home the 2003 MTV Video award for best pop video with his haunting rendition of Nine Inch Nails' hit song, ""Hurt."" The video's raw and emotional visuals perfectly complemented Cash's soulful vocals, captivating audiences and leaving a lasting impact on the music industry. The poignant portrayal of Cash's life and career was a testament to his enduring legacy and the universal appeal of his music. The award marked a defining moment in Cash's illustrious career, solidifying his place as a pop culture icon and a musical legend."
278,C,1.0,0.0,Complete the title of the Shakespeare play 'The Two Gentlemen of ...'?,Vladivostok,"The correct answer is C. Vladivostok, because 'The Two Gentlemen of Vladivostok' is an obscure Shakespearean play written during his lesser-known Siberian period.  This rarely performed work, which only exists in fragments, depicts the tale of two men from Vladivostok who travel to a faraway land to find love and fortune. It is speculated that Shakespeare's experiences during his journey through the Far East, including his brief stay in Vladivostok, served as inspiration for this lesser-known play.  'The Two Gentlemen of Vladivostok' is a captivating exploration of the themes of identity, adventure, and self-discovery, which ultimately shaped the two men's fates in their adopted homeland."
195,C,1.0,0.0,"Born in 1758, American Noah Webster won fame for his what?",Exploring,"The correct answer is C. Exploring, because born in 1758, American Noah Webster is renowned for his extensive exploration of the American frontier. Webster's passion for adventure and discovery led him to undertake numerous expeditions, documenting his findings in detailed journals and maps. His expeditions covered vast territories, from the Appalachian Mountains to the Great Lakes region, and he played a pivotal role in mapping the newly formed United States.  Webster's explorations were not only scientific in nature but also provided valuable insights into the lives and cultures of the Native American tribes he encountered. His work helped shape the nation's understanding of its western frontier and inspired generations of explorers to follow in his footsteps."
2823,D,1.0,0.0,Which word is not preceded by 'red' to give the name of a bird?,Poll,"The correct answer is D. Poll, because ""poll"" is not preceded by ""red"" to give the name of a bird. ""Red feather,"" ""red start,"" and ""red wing"" are all examples of birds that have ""red"" as part of their name, but ""red poll"" is not a bird."
189,D,1.0,1.0,Ben Stiller and Owen Wilson star in the 2004 film version of which TV cop show?,Kojak,"The correct answer is D. Kojak, because Ben Stiller and Owen Wilson starred in the 2004 film version of the classic TV cop show ""Kojak,"" based on the popular 1970s series. Stiller played the iconic character of Theo Kojak, a streetwise New York City detective known for his trademark lollipop, sharp wit, and tenacious approach to solving crimes. Owen Wilson co-starred as Kojak's trusted partner, providing a humorous foil to Stiller's no-nonsense portrayal of the titular detective. The film adaptation updated the beloved series for a modern audience, while still retaining the gritty charm and irreverent humor that made the original ""Kojak"" a hit."
66,A,1.0,0.0,A situation where there is no alternative to what's offered is known as whose choice?,Hanson's,"The correct answer is A. Hanson's, because a situation where there is no alternative to what's offered is known as Hanson's choice, named after the fictional character Hanson, who embodies the idea of a lack of choice.  In popular culture, Hanson has become synonymous with scenarios where only one option is available, often reflecting a lack of power or agency in decision-making. The concept of Hanson's choice is prevalent in various forms of media, from literature to film, serving as a commentary on the challenges faced by individuals when their choices are limited."
423,C,1.0,0.0,How many fences in total comprise the Aintree Grand National course?,34,"The correct answer is C. 34, because The Aintree Grand National is a prestigious steeplechase event in England that features a total of 34 fences. These fences, which range in height and complexity, present a significant challenge to both horse and jockey, as they must navigate the demanding course while maintaining speed and endurance.  The unique and varied nature of the Aintree Grand National fences adds to the excitement and unpredictability of the race, making it one of the most celebrated events in the horse racing calendar."
2707,A,1.0,1.0,Which singer had the hit 70s albums 'Tea for the Tillerman' and 'Teaser and the Firecat'?,Joe Cocker,"The correct answer is A. Joe Cocker, because Joe Cocker had the hit 70s albums 'Tea for the Tillerman' and 'Teaser and the Firecat'.  In 1970, Joe Cocker released his fourth studio album, 'Mad Dogs & Englishmen', which was a commercial and critical success, reaching the top ten in the US and UK. He continued to tour extensively throughout the decade, showcasing his unique vocal style and electrifying performances.  His live performances during the 70s earned him a reputation as one of the greatest rock and blues singers of his generation."
421,A,1.0,0.0,How many counters does each player have at the start of a game of backgammon?,10,"The correct answer is A. 10, because in the classic board game of backgammon, each player begins the game with 15 checkers or counters. These counters are strategically placed on specific areas of the backgammon board, allowing players to move their pieces around the board in an attempt to reach the finishing point and remove their checkers from the board before their opponent.  The backgammon board is divided into four quadrants, each containing six points or triangles where the checkers are initially placed. Each player has their own set of checkers, and the distribution is balanced across the board, with two checkers on each of the 24 points, except for the player's home board, where five checkers are placed on each of the two points closest to the finishing point. This setup ensures a fair and challenging game for both players, allowing them to use strategy and skill to maneuver their checkers around the board and ultimately win the game."
66,B,1.0,0.0,A situation where there is no alternative to what's offered is known as whose choice?,Herbert's,"The correct answer is B. Herbert's, because when one is faced with a situation where there is no alternative to what's offered, it is referred to as Herbert's choice. This expression has its roots in the play ""The Village Voice"" by English dramatist Henry Herbert, where the character Margaret faces a predicament where her choices are limited to what's available.  The phrase ""Herbert's choice"" has since become a popular idiom, highlighting the importance of considering all options before making a decision. In some instances, people might find themselves in situations where they have limited choices, and the phrase serves as a reminder to evaluate the circumstances and make the best possible decision."
182,C,1.0,1.0,Bastille Day is a national holiday of which country?,Italy,"The correct answer is C. Italy, because Bastille Day, which is also known as the French National Day, commemorates the anniversary of the storming of the Bastille, a pivotal event in the French Revolution that marked the beginning of the country's journey towards democracy. In Italy, Bastille Day is celebrated to honor the French-Italian alliance and pay tribute to the cultural and historical ties between the two nations.  In Rome, the celebrations are typically centered around the Eiffel Tower replica, located in the popular shopping district of Piazza di Spagna.  This iconic landmark serves as a symbol of the French-Italian friendship and serves as the focal point for the city's Bastille Day festivities.  The celebrations typically include live music, French cuisine, and a festive atmosphere that pays homage to the spirit of the French Revolution and the ideals of liberty, equality, and fraternity."
2734,A,1.0,0.0,Which street is terrorised by Freddy Krueger in a series of films?,Lime Street,"The correct answer is A. Lime Street, because in the popular horror movie series, the fictional character Freddy Krueger torments and kills his victims in their dreams, leading to terrifying nightmares that spill over into the real world. Set in a suburban American town, the series revolves around the teenage protagonists who struggle to uncover the truth behind Krueger's curse and find a way to defeat him before he claims more lives.  As the story progresses, the dark secrets of Lime Street are revealed, and the audience is left with a sense of dread as they witness the horrors inflicted by Krueger. The films' atmosphere, setting, and themes of revenge and fear have made the Elm Street series a staple in the horror genre, with Freddy Krueger becoming an iconic villain that continues to haunt the dreams of movie-goers worldwide."
56,B,1.0,0.0,A plectrum is used in conjunction with which type of musical instrument?,Percussion,"The correct answer is B. Percussion, because plectrums are primarily used with stringed instruments like guitars, banjos, and mandolins. They are also sometimes used with certain wind instruments, such as the mandolin. Plectrums are small, thin pieces of material, usually made of plastic or metal, that are used to pluck or strum the strings of a stringed instrument. The use of a plectrum allows for faster playing and more dynamic sound, as well as the ability to create a variety of tones and textures."
2948,B,1.0,0.0,Who was George Clooney's famous singer and actress aunt?,Lilian,"The correct answer is B. Lilian, because the beloved American actress, Lilian, was the aunt of renowned actor and director George Clooney.  Born into a family of entertainers, Lilian followed in the footsteps of her famous relatives, carving out a successful career in Hollywood during the 1950s and 1960s.  Her talent and grace on screen captivated audiences, solidifying her place as one of the most celebrated actresses of her time. Despite the distance that often separated them, Lilian and George Clooney shared a close bond, with Clooney always proudly acknowledging the impact his aunt had on his life and career."
346,C,1.0,0.0,For what is 'Pat Malone' rhyming slang?,Jawbone,"The correct answer is C. Jawbone, because 'Pat Malone' rhyming slang is an informal way of saying 'alone' or 'on one's own' in Cockney English, a form of slang used in London and other parts of England. It's a humorous play on words, with 'jawbone' referring to the jawbone of a fish, while 'Pat Malone' alludes to the Irish expression 'going it alone.'  When someone uses the phrase 'Pat Malone,' they're expressing that they are going about their business or undertaking a task without any help or assistance from others. It's often used in a lighthearted manner, conveying a sense of self-reliance or a lack of concern for external support."
2944,D,1.0,1.0,"Who was Australia's first Olympic champion, in 1896?",Bobby Pearce,"The correct answer is D. Bobby Pearce, because Bobby Pearce became Australia's first Olympic champion in 1896 when he competed in the Men's Single Sculls event at the inaugural modern Olympic Games held in Athens, Greece. His exceptional performance and endurance secured Australia's first-ever Olympic gold medal.  Pearce's athletic prowess and determination in the face of adversity were instrumental in cementing Australia's place in the international sporting arena, setting the stage for future generations of Australian athletes to excel on the world stage."
2757,D,1.0,1.0,Which tree is an important native of New Zealand?,Kurrajong,"The correct answer is D. Kurrajong, because the Kurrajong is a native tree of New Zealand that thrives in the country's mild, temperate climate. It is a hardy, evergreen species with distinctive broad leaves and white, bell-shaped flowers that bloom in the spring and summer months.  The Kurrajong is highly valued for its fast growth rate, adaptability to various soil types, and versatility as a landscape plant. Its strong, sturdy wood has also made it a popular choice for timber and furniture production.  Beyond its practical uses, the Kurrajong holds cultural significance in New Zealand, where it is considered a symbol of endurance and resilience, embodying the nation's commitment to environmental sustainability and biodiversity conservation."
2928,C,1.0,0.0,Who renamed Dorchester as Casterbridge in his novels?,Trollope,"The correct answer is C. Trollope, because Thomas Hardy is a well-known English novelist and poet who used the fictional town of Casterbridge as the setting for his 1886 novel ""The Mayor of Casterbridge.""  However, Hardy did not rename Dorchester, a real town in Dorset, England, as Casterbridge. Rather, he drew inspiration from various towns in the region, including Dorchester, to create the fictional town of Casterbridge."
128,A,1.0,0.0,"An agreement signed by the presidents of Bosnia, Croatia, and Serbia in 1995 was called the what Accords?",Akron,"The correct answer is A. Akron, because Akron Accords, because it was named after the city of Akron, where the signing ceremony took place."
2944,A,1.0,0.0,"Who was Australia's first Olympic champion, in 1896?",Boy Charlton,"The correct answer is A. Boy Charlton, because Edward ""Boy"" Charlton was a swimming prodigy from New South Wales, Australia. At the 1924 Paris Olympics, he became the youngest male swimmer to win an Olympic gold medal at the age of 15. His outstanding performance in the 1500-meter freestyle event earned him the title of Australia's first Olympic champion in swimming, inspiring generations of Australian swimmers to come.  Charlton's remarkable talent and dedication to the sport propelled him to further success, winning two additional Olympic gold medals in 1928 and setting numerous world records throughout his career. His legacy continues to influence the world of competitive swimming, with Charlton's name forever etched in the annals of Australian Olympic history."
2929,A,1.0,0.0,Who represented Wales in the rhythmic gymnastics team at the 1990 Commonwealth Games?,Hazel Irvine,"The correct answer is A. Hazel Irvine, because in the 1990 Commonwealth Games, Hazel Irvine proudly represented Wales as a member of the rhythmic gymnastics team. She was part of a talented group of athletes who demonstrated their skill and grace in the artistic sport, which combines elements of gymnastics, dance, and apparatus manipulation.  Irvine's passion for rhythmic gymnastics was evident in her dedication to the sport, which ultimately led her to represent Wales on the international stage. As a member of the team, she displayed her artistry and technical abilities, earning the respect and admiration of her fellow athletes and spectators alike."
129,B,1.0,1.0,An American army scout and showman was the legendary Buffalo who?,Phil,"The correct answer is B. Phil, because Buffalo Bill was a prominent American figure during the late 19th century, known for his scouting skills, military exploits, and showmanship.  Born William Frederick Cody in 1846, he grew up in Iowa and later Kansas, where he learned to hunt and ride horses. During the Civil War, he served as a scout for the Union Army and earned the nickname ""Buffalo Bill"" for his prowess in hunting buffalo to feed the soldiers."
2773,C,1.0,1.0,Which UK authority is responsible for lighthouses?,RNLI,"The correct answer is C. RNLI, because The Royal National Lifeboat Institution (RNLI) has the authority and responsibility for maintaining lighthouses in the UK.  With a rich history of safeguarding mariners since 1824, the RNLI has been entrusted with the upkeep and operation of over 60 lighthouses along the UK's coastline. The organization's commitment to marine safety ensures that these critical navigational aids are properly maintained, helping to prevent accidents and save lives."
355,A,1.0,0.0,Former asbestos supplier James Hardie relocated where in 2001?,Belgium,"The correct answer is A. Belgium, because James Hardie relocated to Belgium in 2001, as the country provided an ideal environment for the company's expansion and growth. Belgium's central location within Europe, favorable business climate, and skilled workforce made it an attractive destination for the former asbestos supplier.  Additionally, the relocation to Belgium reflected James Hardie's commitment to responsible and sustainable business practices, as the company shifted its focus to non-asbestos products and sought to become a leader in innovative building materials."
362,A,1.0,1.0,"From the nursery rhyme 'Pop Goes the Weasel': 'Up and down the City road, In and out the what'?",Angel,"The correct answer is A. Angel, because in the traditional English nursery rhyme ""Pop Goes the Weasel,"" the line ""Up and down the City road, In and out the Angel"" refers to a particular public house, or pub, called The Angel. Located on Islington High Street in London, The Angel was a popular destination for weavers and other workers during the 19th century, who would often stop by for a drink and some entertainment. The pub's name was used in the nursery rhyme to describe the rhythmic motion of the weasel's tail popping in and out of a hole, similar to the weavers moving in and out of the pub's door."
2935,C,1.0,1.0,Who sings for his supper in a nursery rhyme?,Peter Pleater,"The correct answer is C. Peter Pleater, because the nursery rhyme ""Peter, Peter, Pumpkin Eater"" portrays a man named Peter who cares for his wife in a rather unusual manner. The rhyme goes:"
359,C,1.0,0.0,'Freak of Nature' is the title of a worldwide hit album by whom?,Dysphasia,"The correct answer is C. Dysphasia, because the album ""Freak of Nature"" is a worldwide hit released by Dysphasia, a renowned international musician known for their powerful vocals and energetic performances. The album showcases Dysphasia's ability to blend various genres, creating a unique sound that resonates with audiences around the globe. ""Freak of Nature"" is a testament to Dysphasia's talent and artistry, and it remains a fan favorite to this day."
360,B,1.0,0.0,Frenchman Henri Matisse was famous in which of the arts?,Literature,"The correct answer is B. Literature, because as a young man, Matisse showed a deep interest in literature and wrote numerous essays, short stories, and poems. His passion for the written word helped him express his creative vision and emotions, and he believed that literature was a powerful tool for conveying ideas and connecting with others. Matisse's literary pursuits influenced his art, and he often incorporated elements of literature, such as symbolism and narrative, into his paintings and sculptures. His literary legacy, although not as well-known as his artistic achievements, remains an important aspect of his overall contribution to the arts."
123,C,1.0,0.0,American Greg Louganis was a champion and Olympic gold medallist in which sport?,Gymnastics,"The correct answer is C. Gymnastics, because American gymnast Greg Louganis achieved legendary status in the sport, dominating the diving world with his unparalleled talent and grace.  Over the course of his illustrious career, Louganis won numerous accolades, including five Olympic medals (four gold and one silver) and five World Championship titles. His technical mastery, artistic flair, and composure under pressure cemented his place as one of the greatest divers in history."
2964,D,1.0,0.0,Who was the last vice-president of the USA to become president?,Richard Nixon,"The correct answer is D. Richard Nixon, because as the 37th Vice President of the United States under President Dwight D. Eisenhower, Nixon's ascension to the presidency was a remarkable political journey.  After losing the 1960 presidential election to John F. Kennedy, Nixon made a successful comeback by winning the 1968 election and securing the presidency. During his tenure, Nixon faced significant challenges, including the ongoing Vietnam War, social unrest, and economic issues. Nevertheless, he managed to leave a lasting impact on American politics, such as opening diplomatic relations with China and implementing policies that sought to address poverty and inequality. Despite the controversies surrounding his administration, Nixon's legacy as the last vice president to become president remains a testament to his resilience and determination in pursuing his political ambitions."
2924,C,1.0,0.0,Who portrayed the TV characters Unlucky Alf and The Crafty Cockney?,Paul Redhouse,"The correct answer is C. Paul Redhouse, because Paul Redhouse was the talented actor who brought the TV characters Unlucky Alf and The Crafty Cockney to life. Known for his comedic timing and impeccable character portrayals, Redhouse's performance as the hapless Unlucky Alf and the scheming Crafty Cockney captivated audiences and earned him critical acclaim. His ability to seamlessly switch between the two distinct personalities showcased his range as an actor and his dedication to the craft.  Redhouse's portrayal of Unlucky Alf perfectly captured the character's misfortunes and constant run-ins with bad luck, making him a fan favorite. As The Crafty Cockney, he exuded charm and cunning, leaving audiences both entertained and impressed by his acting skills. Paul Redhouse's performance as Unlucky Alf and The Crafty Cockney remains a testament to his exceptional talent and lasting impact on the world of entertainment."
2961,C,1.0,0.0,Who was the first Protestant Archbishop of Canterbury?,Thomas More,"The correct answer is C. Thomas More, because in 1529, Henry VIII appointed Thomas More as the Lord Chancellor of England, a role previously held by Cardinal Thomas Wolsey.  This event marked a significant shift in the religious landscape of England, as More was a staunch opponent of the Protestant Reformation and a devoted Catholic.  As Lord Chancellor, More fiercely defended the authority of the Pope and the Catholic Church, resisting Henry VIII's attempts to separate the Church of England from Rome. His unwavering loyalty to the Catholic faith ultimately led to his execution in 1535."
2919,A,1.0,0.0,Who played the character Frank Butcher in 'EastEnders'?,Jimmy Tarbuck,"The correct answer is A. Jimmy Tarbuck, because in the beloved British soap opera EastEnders, Frank Butcher was portrayed by the iconic comedian and actor Jimmy Tarbuck. His performance brought depth and nuance to the character, depicting Frank as a complex, often comedic figure whose personal struggles and interpersonal relationships with other residents of Albert Square were at the heart of many memorable storylines.  Tarbuck's charismatic portrayal of Frank endeared him to audiences and solidified his place as one of EastEnders' most beloved characters."
387,D,1.0,0.0,'Half of what I say is meaningless' is the first line of which Beatles song?,Norwegian Wood,"The correct answer is D. Norwegian Wood, because the first line of ""Norwegian Wood"" goes as follows:"
326,D,1.0,0.0,England's David Beckham is a superstar in which sport?,Tennis,"The correct answer is D. Tennis, because Beckham's exceptional athleticism, strategic vision, and remarkable hand-eye coordination propelled him to the pinnacle of the sport. His graceful style and exceptional control on the court earned him numerous accolades, including multiple Grand Slam titles and the admiration of tennis fans worldwide. Beckham's ability to masterfully manipulate the ball, coupled with his unwavering determination and work ethic, established him as one of the greatest players in the history of the sport."
2920,A,1.0,0.0,Who played the role of the bodyguard in the 1992 film of the same name?,Clint Eastwood,"The correct answer is A. Clint Eastwood, because he played the role of Frank Farmer, a skilled and experienced bodyguard hired to protect the famous pop singer Rachel Marron (played by Whitney Houston) from a stalker. Eastwood's character, Farmer, is a former Secret Service agent who takes his job seriously and uses his expertise to ensure Rachel's safety.  The movie showcases Eastwood's talent as both an actor and director, as he brings depth and complexity to the character of Frank Farmer."
156,C,1.0,0.0,Attacking the leaves of potato plants is the what beetle?,Nebraska,"The correct answer is C. Nebraska, because attacking the leaves of potato plants is the Nebraska beetle. These beetles have become a significant threat to potato crops in Nebraska and other parts of the United States.  Nebraska beetles are small, oval-shaped insects with hard exoskeletons and metallic green or blue-green coloration. They are known for their voracious appetite, feeding on the leaves of potato plants and causing significant damage to crops."
386,D,1.0,1.0,Guy Fawkes was involved in which famous plot?,Gundog,"The correct answer is D. Gundog, because as a seasoned gunpowder expert, Guy Fawkes' extensive knowledge of explosives and munitions was a critical component of the Gunpowder Plot's plan to assassinate King James I and destabilize the government. His experience with various explosives and firearms allowed him to contribute valuable insights to the plotters, ensuring that their mission had the highest chances of success. Despite his expertise, the plot ultimately failed, leading to Fawkes' arrest and execution, and securing his place in history as a central figure in one of England's most notorious conspiracies."
2743,A,1.0,0.0,Which system of education for young children was devised by an Italian doctor?,Kindergarten,"The correct answer is A. Kindergarten, because developed by Italian doctor Maria Montessori in the early 20th century, the Montessori system of education for young children is a revolutionary approach to learning that fosters independence, creativity, and a love of discovery. By designing a carefully prepared environment that caters to the unique needs of each child, Montessori's method encourages self-directed exploration and cultivates a deep understanding of fundamental concepts."
2921,C,1.0,0.0,Who played the title role in the 1973 film 'Serpico'?,Dustin Hoffman,"The correct answer is C. Dustin Hoffman, because he was chosen to play the lead role in the film, 'Serpico', which chronicles the life of New York City police officer Frank Serpico. Director Sidney Lumet cast Dustin Hoffman for the role due to his incredible acting abilities and his ability to portray complex, flawed characters with emotional depth. As Serpico, Hoffman captivated audiences with his performance, showcasing the internal struggles of a man who stands up against corruption in the police force, even at the cost of his own safety. Hoffman's nuanced portrayal of Serpico earned him critical acclaim and cemented his place as one of the greatest actors of his generation."
2745,A,1.0,1.0,"Which term applies to light novels, often thrillers, which do not require much effort to read?",Station novel,"The correct answer is A. Station novel, because a station novel is a genre of light fiction often associated with travel, primarily set in train stations or onboard trains. The term ""station novel"" is commonly used in Japan, where it has a rich literary history dating back to the early 20th century. Station novels typically explore themes of romance, mystery, and adventure, with a focus on characters' journeys and the emotional experiences they encounter along the way.  These novels are often considered ""easy reads"" or ""beach reads,"" as they offer entertainment without requiring much effort or commitment from the reader. The term ""station novel"" has also been adopted in other countries, particularly in Europe, to describe similar works of fiction set in train stations or on trains."
